student_code,name,age,gender,class_level,semester,study_hours,sleep_hours,screen_time,study_days,attendance,previous_marks,exam_score,passed
STU-01205,Tara Deshmukh,16,Female,9th,Semester 2,2.5,4.9,2.2,5,88.0,56.5,50.0,1
STU-01206,Vihaan Reddy,18,Male,11th,Semester 1,1.6,7.2,2.1,3,67.7,64.8,45.9,0
STU-01207,Diya Iyer,15,Female,9th,Semester 4,6.6,6.4,2.4,7,72.5,84.9,73.0,1
STU-01208,Advik Kapoor,17,Male,11th,Semester 3,2.0,8.5,1.0,3,80.4,53.0,52.8,1
STU-01209,Diya Kulkarni,18,Female,12th,Semester 3,5.1,7.3,3.1,7,86.8,76.0,69.8,1
STU-01210,Avani Bhat,15,Female,10th,Semester 1,1.6,6.8,5.5,3,61.5,55.0,40.1,0
STU-01211,Aarav Mishra,18,Male,11th,Semester 4,3.2,7.8,3.4,6,84.1,65.7,61.7,1
STU-01212,Shaurya Rao,16,Male,9th,Semester 4,1.9,8.0,6.9,3,78.5,61.5,57.5,1
STU-01213,Khushi Verma,16,Female,12th,Semester 1,1.9,5.1,4.4,3,81.0,65.2,48.7,0
STU-01214,Aanya Rao,16,Female,10th,Semester 2,9.3,4.0,1.8,7,84.3,80.5,82.8,1
STU-01215,Dhruv Sharma,14,Other,9th,Semester 4,3.3,6.8,3.9,6,67.6,71.5,65.7,1
STU-01216,Rohan Mishra,18,Male,12th,Semester 3,3.5,7.9,3.1,6,65.0,65.4,56.6,1
STU-01217,Priyanka Banerjee,21,Female,Undergraduate,Semester 3,2.5,5.6,3.9,5,92.2,66.0,56.5,1
STU-01218,Anika Banerjee,14,Female,10th,Semester 4,6.8,7.2,3.2,7,81.1,76.7,74.4,1
STU-01219,Tara Mishra,17,Other,12th,Semester 3,1.9,7.2,6.7,3,96.1,75.1,63.5,1
STU-01220,Ishaan Reddy,15,Male,10th,Semester 1,3.1,7.5,9.2,6,86.8,58.7,53.0,1
STU-01221,Navya Mehta,16,Female,10th,Semester 1,6.1,8.1,5.4,7,48.4,50.6,50.9,1
STU-01222,Angel Kumar,16,Female,12th,Semester 3,4.0,9.4,1.4,6,98.3,72.8,57.5,1
STU-01223,Krishna Bhat,14,Male,10th,Semester 3,3.9,7.0,1.8,7,93.0,76.5,77.2,1
STU-01224,Anushka Sharma,18,Female,11th,Semester 2,2.4,5.5,9.5,5,81.8,57.9,41.1,0
STU-01225,Arnav Rao,16,Male,12th,Semester 2,1.1,6.4,9.6,2,98.1,51.8,41.9,0
STU-01226,Vihaan Patel,15,Male,10th,Semester 2,1.3,7.8,2.0,4,78.2,65.8,64.0,1
STU-01227,Aaradhya Mishra,16,Female,12th,Semester 2,5.1,6.4,7.6,7,49.6,50.8,45.8,0
STU-01228,Reyansh Kumar,19,Male,Undergraduate,Semester 1,3.9,6.8,1.8,7,94.9,75.6,72.7,1
STU-01229,Ayaan Das,16,Male,12th,Semester 2,4.8,7.8,5.6,7,97.8,66.4,68.6,1
STU-01230,Saanvi Gupta,20,Female,Undergraduate,Semester 3,7.5,5.7,11.0,7,82.0,62.1,55.1,1
STU-01231,Myra Rao,16,Female,11th,Semester 2,3.8,7.6,2.2,6,72.7,67.6,64.9,1
STU-01232,Krishna Reddy,14,Male,9th,Semester 2,5.0,5.9,3.6,7,82.8,68.1,67.2,1
STU-01233,Pari Das,22,Female,Undergraduate,Semester 1,3.2,6.1,3.2,6,94.7,58.3,64.4,1
STU-01234,Pooja Deshmukh,18,Female,11th,Semester 2,4.5,6.9,6.6,6,72.6,61.6,53.3,1
STU-01235,Aaradhya Gupta,16,Female,10th,Semester 1,2.8,7.3,2.9,5,93.4,72.9,63.2,1
STU-01236,Muhammad Iyer,20,Male,Undergraduate,Semester 2,2.8,7.9,6.7,4,42.4,47.4,45.5,0
STU-01237,Aadhya Reddy,14,Female,10th,Semester 4,2.0,7.9,8.2,3,88.1,44.2,35.2,0
STU-01238,Shaurya Mishra,18,Male,12th,Semester 4,2.9,7.9,1.6,5,61.5,50.4,52.9,1
STU-01239,Kavya Bose,15,Female,9th,Semester 3,9.6,7.4,1.7,7,91.5,83.1,81.0,1
STU-01240,Arjun Choudhury,14,Male,9th,Semester 3,5.4,7.7,3.5,7,91.5,61.1,67.0,1
STU-01241,Arnav Mishra,16,Male,11th,Semester 3,5.2,6.5,3.9,7,61.2,65.1,59.2,1
STU-01242,Riya Deshmukh,17,Female,11th,Semester 1,7.3,6.3,5.8,7,72.4,73.5,63.9,1
STU-01243,Avani Sharma,16,Female,11th,Semester 1,3.8,9.3,9.2,7,84.6,56.7,41.5,0
STU-01244,Rohan Choudhury,14,Male,10th,Semester 2,1.1,5.8,5.3,2,82.0,57.8,37.9,0
STU-01245,Atharv Gupta,16,Male,11th,Semester 2,2.7,8.2,5.8,5,68.3,56.6,45.9,0
STU-01246,Riya Nair,15,Female,10th,Semester 2,3.1,8.6,5.6,5,87.6,61.7,48.8,0
STU-01247,Anika Mehta,18,Female,12th,Semester 3,10.4,6.3,3.5,7,92.9,86.2,69.7,1
STU-01248,Pooja Gupta,16,Female,10th,Semester 1,3.3,6.5,6.8,5,91.6,70.8,55.6,1
STU-01249,Aaryan Choudhury,18,Male,11th,Semester 2,2.0,7.8,2.3,4,77.2,48.8,47.8,0
STU-01250,Aanya Rao,17,Female,12th,Semester 1,4.5,5.8,1.5,6,94.6,73.5,68.1,1
STU-01251,Aadhya Malhotra,17,Female,11th,Semester 4,3.7,7.1,5.8,6,49.4,53.8,37.6,0
STU-01252,Ananya Singh,15,Female,9th,Semester 1,6.6,7.2,0.9,7,77.4,71.6,71.0,1
STU-01253,Siddharth Chouhan,17,Male,12th,Semester 2,2.4,8.6,1.3,4,82.2,70.0,62.8,1
STU-01254,Dev Mishra,16,Male,9th,Semester 3,1.0,6.7,5.9,2,74.0,51.0,39.1,0
STU-01255,Anika Patel,14,Female,10th,Semester 3,4.5,7.7,5.9,7,64.2,58.6,49.7,0
STU-01256,Krishna Chouhan,17,Male,12th,Semester 1,4.2,7.6,1.8,6,74.9,55.4,65.5,1
STU-01257,Kabir Choudhury,17,Male,12th,Semester 2,3.6,7.4,2.4,5,94.5,69.6,56.4,1
STU-01258,Ananya Bose,16,Female,9th,Semester 4,2.8,9.7,5.6,5,87.2,49.6,47.1,0
STU-01259,Krishna Kapoor,18,Male,Undergraduate,Semester 4,1.8,8.0,2.3,3,60.5,62.3,50.3,1
STU-01260,Anand Rao,18,Male,12th,Semester 4,6.8,8.3,2.6,7,88.3,83.3,78.4,1
STU-01261,Riya Malhotra,16,Female,12th,Semester 4,2.9,7.9,6.6,5,88.8,60.7,64.8,1
STU-01262,Tanvi Mishra,20,Female,Undergraduate,Semester 2,2.6,6.9,0.9,4,67.9,58.1,47.5,0
STU-01263,Muhammad Sharma,16,Male,11th,Semester 2,1.4,7.5,1.9,3,89.7,49.4,55.7,1
STU-01264,Riya Iyer,14,Female,10th,Semester 4,3.0,5.8,3.3,5,70.1,56.1,46.1,0
STU-01265,Sai Mishra,14,Male,10th,Semester 4,2.8,7.4,6.5,4,89.3,51.2,57.2,1
STU-01266,Khushi Bose,22,Female,Undergraduate,Semester 1,4.9,8.4,6.3,7,83.9,60.4,63.2,1
STU-01267,Aditya Verma,17,Male,12th,Semester 3,1.8,7.1,0.9,3,53.9,42.8,43.5,0
STU-01268,Sara Kulkarni,16,Female,9th,Semester 1,6.6,7.3,2.2,7,90.2,82.5,80.2,1
STU-01269,Aaryan Joshi,18,Male,12th,Semester 2,5.0,6.1,3.5,7,76.9,60.5,62.6,1
STU-01270,Isha Rao,16,Female,12th,Semester 1,1.3,6.7,1.1,3,85.7,76.5,62.2,1
STU-01271,Aanya Chouhan,16,Female,12th,Semester 1,1.0,8.4,2.9,2,51.3,44.1,47.5,0
STU-01272,Reyansh Mehta,18,Male,Undergraduate,Semester 4,1.1,6.2,2.3,2,79.0,46.4,43.0,0
STU-01273,Anand Singh,14,Male,10th,Semester 4,1.2,8.9,7.4,3,81.5,48.2,37.0,0
STU-01274,Rohan Reddy,16,Male,9th,Semester 3,3.9,9.6,5.2,7,61.9,46.3,39.4,0
STU-01275,Arnav Sharma,15,Male,10th,Semester 4,9.2,7.4,0.5,7,63.3,79.2,70.5,1
STU-01276,Navya Joshi,20,Other,Undergraduate,Semester 4,4.4,7.1,6.8,6,69.0,55.5,41.1,0
STU-01277,Muhammad Verma,19,Male,Undergraduate,Semester 2,5.1,7.7,4.7,7,95.1,75.4,77.9,1
STU-01278,Advaith Kumar,15,Male,9th,Semester 4,4.2,8.2,4.6,6,63.4,60.4,46.2,0
STU-01279,Siddharth Kulkarni,18,Male,Undergraduate,Semester 2,0.8,7.1,1.4,3,75.5,51.1,56.8,1
STU-01280,Sara Mishra,15,Female,9th,Semester 4,0.7,9.7,9.4,3,87.6,60.9,34.3,0
STU-01281,Aarav Bhat,17,Male,12th,Semester 3,3.7,8.2,4.1,6,85.8,69.1,70.5,1
STU-01282,Pooja Gupta,16,Female,12th,Semester 2,2.8,7.7,1.1,4,92.3,68.8,53.8,1
STU-01283,Pari Malhotra,16,Female,11th,Semester 1,2.3,7.9,2.5,4,57.2,64.6,50.2,1
STU-01284,Khushi Bhat,16,Female,9th,Semester 3,3.1,5.9,1.2,6,77.7,75.1,61.0,1
STU-01285,Diya Kapoor,16,Female,12th,Semester 2,2.3,7.8,2.4,4,62.5,57.5,57.2,1
STU-01286,Reyansh Deshmukh,16,Male,12th,Semester 1,1.8,7.3,4.8,4,69.5,51.3,56.4,1
STU-01287,Sara Rao,15,Female,10th,Semester 4,1.6,6.7,4.7,3,93.0,60.7,47.7,0
STU-01288,Dev Gupta,16,Male,12th,Semester 1,1.7,6.2,1.8,3,68.4,64.0,61.5,1
STU-01289,Priyanka Mishra,15,Female,10th,Semester 4,3.3,5.9,5.1,6,65.7,68.7,46.6,0
STU-01290,Navya Patel,14,Female,10th,Semester 3,0.6,6.8,0.5,3,75.7,54.8,49.9,0
STU-01291,Advik Das,18,Male,12th,Semester 2,4.5,5.4,4.6,6,70.9,72.0,60.1,1
STU-01292,Tara Bose,16,Female,11th,Semester 3,3.0,6.7,9.0,5,90.2,54.9,59.7,1
STU-01293,Navya Mehta,14,Female,9th,Semester 1,2.2,5.9,4.2,5,89.6,52.4,48.0,0
STU-01294,Aarav Joshi,18,Male,11th,Semester 3,3.1,8.6,1.8,6,86.4,77.4,71.2,1
STU-01295,Ayaan Das,18,Male,11th,Semester 4,5.3,6.9,3.4,7,79.4,83.1,67.5,1
STU-01296,Kabir Verma,14,Male,10th,Semester 1,1.6,6.2,2.4,4,84.9,68.6,60.5,1
STU-01297,Diya Reddy,20,Female,Undergraduate,Semester 3,3.0,8.5,1.9,6,91.0,69.1,61.6,1
STU-01298,Kabir Verma,20,Male,Undergraduate,Semester 1,3.1,6.9,2.3,6,77.3,67.6,49.1,0
STU-01299,Muhammad Mishra,18,Male,11th,Semester 1,1.5,7.4,3.8,3,87.6,56.9,57.5,1
STU-01300,Tanvi Chouhan,16,Female,10th,Semester 4,4.0,5.5,2.3,7,76.4,71.8,65.7,1
STU-01301,Siddharth Joshi,16,Male,12th,Semester 4,1.7,6.1,4.6,3,67.0,49.1,48.9,0
STU-01302,Atharv Deshmukh,19,Male,Undergraduate,Semester 1,4.9,6.9,11.0,7,94.3,61.4,60.7,1
STU-01303,Siddharth Das,14,Male,10th,Semester 1,1.9,7.6,1.6,4,89.7,64.7,61.6,1
STU-01304,Dev Sharma,15,Other,10th,Semester 1,6.5,7.9,3.0,7,66.1,70.0,65.6,1
STU-01305,Rohan Nair,16,Male,11th,Semester 2,1.0,7.1,1.3,2,70.7,44.6,35.4,0
STU-01306,Kavya Sharma,22,Female,Undergraduate,Semester 4,1.3,7.2,2.1,3,61.6,55.2,41.3,0
STU-01307,Tanvi Verma,15,Female,10th,Semester 1,2.1,8.8,6.0,4,83.9,77.7,55.5,1
STU-01308,Sai Mishra,17,Other,11th,Semester 2,10.4,6.4,2.6,7,56.3,84.5,78.9,1
STU-01309,Rohan Bose,17,Male,12th,Semester 4,3.7,5.5,0.7,5,66.6,55.3,44.2,0
STU-01310,Anushka Chouhan,14,Female,9th,Semester 4,4.8,8.0,2.3,7,88.2,71.9,66.8,1
STU-01311,Ananya Banerjee,16,Female,12th,Semester 3,3.9,8.5,3.4,6,91.9,69.4,80.0,1
STU-01312,Saanvi Joshi,14,Female,9th,Semester 4,2.1,7.8,7.8,5,77.6,52.0,52.2,1
STU-01313,Advik Banerjee,15,Male,9th,Semester 3,2.6,7.2,0.8,5,62.9,62.0,45.9,0
STU-01314,Avani Das,16,Female,9th,Semester 1,5.6,8.4,3.6,7,89.5,72.9,60.6,1
STU-01315,Ananya Das,18,Female,12th,Semester 1,2.0,8.3,2.1,4,90.1,82.2,65.2,1
STU-01316,Advaith Das,15,Male,10th,Semester 2,2.6,7.5,1.1,4,91.5,70.1,68.4,1
STU-01317,Arnav Kapoor,15,Male,10th,Semester 2,8.1,7.2,2.2,7,73.1,78.0,87.7,1
STU-01318,Aaradhya Bhat,19,Female,Undergraduate,Semester 2,0.8,4.3,2.4,3,51.2,38.2,40.3,0
STU-01319,Diya Verma,16,Female,10th,Semester 4,2.2,7.3,1.3,5,81.6,55.5,48.0,0
STU-01320,Angel Malhotra,14,Female,10th,Semester 1,2.9,7.6,2.5,5,90.8,68.5,63.2,1
STU-01321,Advik Banerjee,21,Male,Undergraduate,Semester 3,3.1,7.8,1.4,6,90.3,77.0,68.0,1
STU-01322,Sneha Chouhan,16,Female,12th,Semester 1,5.9,6.4,0.7,7,62.9,79.2,64.6,1
STU-01323,Pooja Mishra,17,Female,11th,Semester 4,1.3,6.7,0.5,3,67.9,52.1,45.5,0
STU-01324,Diya Nair,18,Female,12th,Semester 4,3.2,5.9,3.7,6,67.5,65.6,60.0,1
STU-01325,Aditya Reddy,21,Male,Undergraduate,Semester 2,1.9,8.8,0.9,4,70.4,59.1,48.5,0
STU-01326,Siddharth Das,15,Male,10th,Semester 4,4.4,9.2,4.8,6,79.5,64.9,61.1,1
STU-01327,Isha Nair,15,Female,9th,Semester 3,5.0,6.1,1.3,7,96.6,78.0,69.4,1
STU-01328,Pooja Iyer,14,Female,10th,Semester 3,1.4,8.2,3.1,3,88.8,69.0,61.8,1
STU-01329,Diya Mishra,20,Female,Undergraduate,Semester 2,2.6,9.8,5.7,5,88.2,65.1,53.4,1
STU-01330,Tara Joshi,14,Female,9th,Semester 4,2.4,5.9,3.7,5,59.0,53.2,42.7,0
STU-01331,Kavya Patel,16,Female,12th,Semester 3,1.4,7.5,2.4,3,61.5,41.5,52.8,1
STU-01332,Ayaan Nair,21,Male,Undergraduate,Semester 1,0.8,8.5,3.9,3,74.2,51.1,44.3,0
STU-01333,Sneha Joshi,18,Female,12th,Semester 4,3.5,7.0,0.5,6,61.3,66.4,49.9,0
STU-01334,Tanvi Iyer,20,Female,Undergraduate,Semester 1,3.4,7.7,1.0,6,83.9,71.4,66.7,1
STU-01335,Myra Deshmukh,18,Female,12th,Semester 3,1.6,6.2,2.5,4,56.1,47.9,43.2,0
STU-01336,Aadhya Nair,16,Female,12th,Semester 2,1.4,7.1,1.4,4,92.2,52.9,65.0,1
STU-01337,Shaurya Malhotra,15,Male,9th,Semester 4,2.0,5.6,0.8,4,76.8,51.7,38.8,0
STU-01338,Saanvi Sharma,14,Female,9th,Semester 3,2.4,7.0,3.9,4,79.8,57.2,54.6,1
STU-01339,Advaith Choudhury,18,Male,Undergraduate,Semester 3,7.2,8.2,1.0,7,90.6,89.7,89.3,1
STU-01340,Siddharth Malhotra,18,Male,11th,Semester 1,1.9,6.0,2.1,3,96.0,61.9,57.0,1
STU-01341,Reyansh Reddy,17,Male,11th,Semester 2,2.2,7.0,2.8,4,85.5,63.1,56.7,1
STU-01342,Aarav Singh,16,Male,9th,Semester 2,5.7,6.5,4.2,7,45.6,58.0,53.8,1
STU-01343,Pari Das,15,Female,10th,Semester 3,2.4,7.8,0.6,4,59.7,62.2,55.4,1
STU-01344,Pari Mishra,18,Female,11th,Semester 3,1.5,6.9,2.3,3,82.1,52.5,52.0,1
STU-01345,Pooja Patel,16,Female,11th,Semester 2,3.4,8.2,2.8,6,94.7,83.7,63.0,1
STU-01346,Pooja Banerjee,15,Female,9th,Semester 1,3.0,5.9,3.4,5,82.5,70.0,60.1,1
STU-01347,Reyansh Iyer,16,Male,12th,Semester 1,2.6,6.7,1.6,4,89.4,69.4,64.8,1
STU-01348,Vihaan Joshi,14,Male,10th,Semester 4,2.1,7.2,4.6,4,74.3,60.6,53.1,1
STU-01349,Khushi Kapoor,22,Female,Undergraduate,Semester 2,2.8,8.4,2.8,4,80.0,58.1,52.2,1
STU-01350,Diya Nair,15,Female,9th,Semester 2,9.9,6.2,5.1,7,77.9,77.6,78.3,1
STU-01351,Sara Verma,14,Female,10th,Semester 3,1.8,6.3,6.0,4,73.2,48.7,43.1,0
STU-01352,Dhruv Gupta,14,Male,9th,Semester 2,5.5,6.5,1.3,7,92.8,68.2,65.6,1
STU-01353,Ananya Reddy,19,Female,Undergraduate,Semester 2,4.6,6.3,2.4,7,88.4,76.7,75.6,1
STU-01354,Meera Mehta,16,Female,11th,Semester 4,4.8,7.1,3.1,7,82.5,69.8,66.7,1
STU-01355,Riya Mishra,16,Female,10th,Semester 4,5.1,7.9,4.5,7,95.6,90.2,84.5,1
STU-01356,Avani Kumar,14,Female,9th,Semester 2,5.5,5.8,2.3,7,75.3,53.8,52.3,1
STU-01357,Atharv Banerjee,16,Male,11th,Semester 3,2.1,7.4,2.6,4,75.3,58.9,56.8,1
STU-01358,Vihaan Kapoor,16,Male,12th,Semester 2,2.3,7.3,3.9,5,73.0,52.5,51.1,1
STU-01359,Advik Chouhan,18,Male,11th,Semester 3,3.5,6.6,3.5,6,69.7,60.1,54.0,1
STU-01360,Diya Patel,17,Female,12th,Semester 1,5.1,8.2,7.2,7,94.6,59.4,66.5,1
STU-01361,Aaradhya Das,15,Female,9th,Semester 1,3.8,5.1,2.9,6,80.0,74.2,73.9,1
STU-01362,Ishaan Patel,17,Male,12th,Semester 3,3.1,9.4,0.7,6,79.8,75.4,72.2,1
STU-01363,Aaradhya Joshi,19,Female,Undergraduate,Semester 1,1.2,4.2,1.0,3,96.8,64.4,46.0,0
STU-01364,Ayaan Bhat,16,Male,9th,Semester 4,2.8,7.0,1.8,5,75.0,66.6,60.9,1
STU-01365,Isha Choudhury,16,Female,9th,Semester 1,0.8,8.3,3.5,3,92.9,76.0,61.9,1
STU-01366,Diya Chouhan,22,Female,Undergraduate,Semester 1,3.4,6.2,4.1,6,84.2,74.8,59.1,1
STU-01367,Tanvi Mishra,18,Other,12th,Semester 2,5.3,5.6,9.0,7,74.8,59.8,57.8,1
STU-01368,Pranav Kumar,16,Male,10th,Semester 3,0.8,6.2,7.5,2,97.0,58.2,49.0,0
STU-01369,Vivaan Iyer,14,Male,9th,Semester 1,5.2,8.3,4.2,7,97.3,74.2,81.2,1
STU-01370,Navya Singh,17,Female,12th,Semester 3,2.9,8.2,7.4,4,54.0,50.4,27.8,0
STU-01371,Arnav Das,17,Male,11th,Semester 2,2.6,6.8,1.2,4,77.1,64.2,64.3,1
STU-01372,Pranav Chouhan,17,Male,12th,Semester 2,6.0,4.8,4.8,7,93.6,75.0,74.4,1
STU-01373,Meera Mehta,16,Female,12th,Semester 1,1.7,7.7,4.0,4,91.2,63.3,50.2,1
STU-01374,Rohan Kumar,14,Male,9th,Semester 4,3.5,6.7,3.6,6,53.4,60.9,41.1,0
STU-01375,Avani Mishra,18,Female,11th,Semester 1,4.9,7.4,3.0,7,97.9,79.7,80.7,1
STU-01376,Sara Malhotra,16,Female,11th,Semester 1,5.1,7.1,5.4,7,80.3,58.6,50.5,1
STU-01377,Vihaan Banerjee,16,Male,12th,Semester 3,5.0,7.2,1.3,7,97.5,75.1,78.2,1
STU-01378,Rohan Patel,18,Male,11th,Semester 2,4.8,5.5,0.5,7,88.2,66.7,67.1,1
STU-01379,Kabir Gupta,16,Male,11th,Semester 2,3.3,7.5,4.4,5,71.3,56.5,50.5,1
STU-01380,Pari Bose,16,Female,9th,Semester 3,5.6,9.0,3.6,7,75.4,59.5,58.5,1
STU-01381,Priyanka Mishra,16,Female,12th,Semester 3,1.3,6.9,4.2,4,71.1,44.5,39.6,0
STU-01382,Siddharth Kumar,16,Male,12th,Semester 2,2.5,9.3,2.0,4,50.5,61.3,46.1,0
STU-01383,Vihaan Kapoor,17,Male,11th,Semester 3,4.2,7.3,4.4,7,70.7,47.3,51.2,1
STU-01384,Krishna Gupta,15,Other,9th,Semester 2,1.9,5.5,4.9,4,51.8,43.7,29.6,0
STU-01385,Khushi Verma,16,Female,12th,Semester 3,3.4,8.2,2.1,5,71.9,60.9,60.8,1
STU-01386,Anand Kumar,16,Male,12th,Semester 1,2.5,7.9,3.5,4,71.4,71.5,68.3,1
STU-01387,Vivaan Deshmukh,18,Other,12th,Semester 3,3.2,7.0,0.6,6,65.5,73.5,57.6,1
STU-01388,Siddharth Verma,20,Male,Undergraduate,Semester 4,6.9,7.5,4.2,7,72.3,74.4,67.7,1
STU-01389,Vivaan Mishra,15,Male,10th,Semester 4,4.5,8.2,5.6,7,96.3,72.3,61.6,1
STU-01390,Arnav Das,16,Male,9th,Semester 4,8.3,5.8,3.9,7,87.6,75.1,77.6,1
STU-01391,Navya Kumar,17,Female,11th,Semester 1,0.7,7.3,3.5,2,89.2,60.2,56.1,1
STU-01392,Myra Das,14,Female,10th,Semester 4,1.9,6.8,2.0,4,76.5,61.4,61.4,1
STU-01393,Vihaan Mishra,16,Male,9th,Semester 1,3.6,5.3,3.8,6,97.3,60.0,62.7,1
STU-01394,Shaurya Mishra,19,Male,Undergraduate,Semester 4,1.9,8.1,0.5,3,41.1,45.7,30.7,0
STU-01395,Anand Iyer,14,Male,10th,Semester 2,2.4,6.8,1.6,5,62.5,43.7,49.5,0
STU-01396,Kabir Nair,18,Male,12th,Semester 2,4.7,6.9,2.7,7,92.6,81.3,74.5,1
STU-01397,Advik Rao,17,Male,11th,Semester 2,1.6,8.4,2.4,4,45.5,40.6,29.6,0
STU-01398,Avani Deshmukh,14,Female,10th,Semester 2,7.4,7.4,11.0,7,76.0,68.0,72.4,1
STU-01399,Arjun Mishra,17,Male,11th,Semester 4,1.6,7.9,2.7,4,87.4,54.0,51.0,1
STU-01400,Advik Deshmukh,16,Male,9th,Semester 2,3.2,6.7,1.0,5,93.2,67.1,59.9,1
STU-01401,Avani Kapoor,15,Female,10th,Semester 2,3.5,9.1,0.7,6,73.5,73.3,68.1,1
STU-01402,Sneha Bose,20,Female,Undergraduate,Semester 3,1.7,5.8,11.0,4,91.3,38.6,28.2,0
STU-01403,Aadhya Kulkarni,21,Female,Undergraduate,Semester 4,4.3,8.1,2.3,6,70.2,78.4,62.8,1
STU-01404,Anushka Bose,15,Female,9th,Semester 4,2.6,8.0,2.1,5,58.8,43.2,47.6,0
STU-01405,Pooja Choudhury,20,Female,Undergraduate,Semester 1,4.7,8.2,4.5,7,80.6,76.4,74.7,1
STU-01406,Tara Rao,16,Female,12th,Semester 1,4.1,8.0,6.7,6,77.2,66.9,64.8,1
STU-01407,Angel Reddy,21,Female,Undergraduate,Semester 2,7.1,5.3,9.7,7,60.0,54.5,46.6,0
STU-01408,Aaradhya Gupta,16,Female,10th,Semester 2,1.4,6.5,2.3,4,76.5,61.2,45.6,0
STU-01409,Saanvi Kumar,19,Female,Undergraduate,Semester 1,3.8,5.9,1.8,6,80.8,78.2,66.8,1
STU-01410,Reyansh Mehta,18,Male,12th,Semester 3,2.1,6.1,3.7,5,71.6,44.8,46.7,0
STU-01411,Tanvi Singh,18,Female,12th,Semester 4,2.9,6.3,4.4,4,77.6,65.7,55.3,1
STU-01412,Aanya Mishra,18,Female,11th,Semester 1,1.6,6.6,3.3,4,73.1,52.4,44.4,0
STU-01413,Anushka Gupta,16,Female,9th,Semester 2,1.1,8.4,7.7,3,93.8,58.6,59.2,1
STU-01414,Tara Bose,18,Female,12th,Semester 2,2.3,5.7,3.3,5,65.4,61.6,47.5,0
STU-01415,Priyanka Mehta,18,Female,Undergraduate,Semester 1,6.0,6.7,2.5,7,72.7,77.3,64.3,1
STU-01416,Arnav Gupta,16,Male,11th,Semester 4,3.2,6.3,4.0,6,80.1,68.2,61.7,1
STU-01417,Sara Bose,17,Female,12th,Semester 4,8.2,8.8,5.7,7,72.1,56.5,62.8,1
STU-01418,Avani Joshi,17,Female,12th,Semester 3,1.7,8.0,2.3,3,91.4,66.4,54.6,1
STU-01419,Aaradhya Gupta,22,Female,Undergraduate,Semester 3,5.7,6.0,3.6,7,87.9,85.3,81.9,1
STU-01420,Angel Kapoor,20,Female,Undergraduate,Semester 2,1.8,7.6,5.4,3,93.6,55.6,58.2,1
STU-01421,Anand Iyer,16,Male,11th,Semester 4,5.5,7.3,2.8,7,74.0,65.0,70.0,1
STU-01422,Aaryan Kapoor,18,Male,11th,Semester 4,1.4,5.9,1.9,3,76.0,58.2,50.1,1
STU-01423,Priyanka Kapoor,16,Female,12th,Semester 2,0.8,5.8,6.2,3,61.1,41.0,37.3,0
STU-01424,Reyansh Patel,16,Male,11th,Semester 1,0.7,6.9,5.8,3,71.3,50.4,44.2,0
STU-01425,Rohan Singh,16,Male,9th,Semester 2,2.2,7.4,1.6,5,88.6,79.1,58.2,1
STU-01426,Reyansh Singh,15,Male,9th,Semester 1,4.7,6.9,0.5,7,49.9,65.1,61.9,1
STU-01427,Kabir Singh,18,Male,11th,Semester 1,2.6,6.8,4.5,5,68.3,54.3,50.2,1
STU-01428,Kavya Kulkarni,15,Female,10th,Semester 4,4.2,6.8,6.1,6,87.3,71.8,68.6,1
STU-01429,Meera Mehta,18,Female,11th,Semester 1,5.3,6.9,3.0,7,53.1,57.8,59.1,1
STU-01430,Kabir Bose,16,Male,12th,Semester 2,3.1,7.6,0.8,5,87.6,62.2,68.3,1
STU-01431,Ayaan Kapoor,16,Male,12th,Semester 4,3.6,6.5,2.4,5,69.0,59.1,52.6,1
STU-01432,Tanvi Mishra,14,Female,9th,Semester 4,2.1,8.9,3.5,5,77.8,55.7,44.6,0
STU-01433,Sara Nair,17,Female,11th,Semester 1,1.3,7.7,6.1,3,88.0,57.1,60.3,1
STU-01434,Arnav Rao,16,Male,9th,Semester 1,2.0,7.2,6.3,4,73.1,43.9,47.4,0
STU-01435,Aaradhya Sharma,17,Female,12th,Semester 2,4.8,6.2,1.8,7,79.2,65.3,68.8,1
STU-01436,Tanvi Malhotra,15,Female,10th,Semester 1,1.5,9.7,3.6,4,86.5,65.4,54.9,1
STU-01437,Dhruv Sharma,16,Male,10th,Semester 1,4.0,5.7,6.0,7,79.9,74.1,54.9,1
STU-01438,Kabir Reddy,22,Male,Undergraduate,Semester 1,2.2,7.0,0.9,4,85.5,58.1,59.0,1
STU-01439,Riya Mishra,16,Female,12th,Semester 1,1.8,8.3,1.6,3,98.6,71.3,65.0,1
STU-01440,Tara Bhat,16,Female,11th,Semester 3,4.4,6.5,5.8,6,74.9,79.5,64.6,1
STU-01441,Riya Choudhury,17,Female,11th,Semester 4,2.2,8.3,4.5,4,58.6,55.0,44.6,0
STU-01442,Aarav Verma,15,Male,10th,Semester 1,8.4,7.2,2.2,7,85.8,86.2,89.1,1
STU-01443,Tanvi Iyer,18,Female,11th,Semester 2,1.1,8.2,4.3,3,91.9,59.1,43.8,0
STU-01444,Priyanka Gupta,14,Female,10th,Semester 2,1.4,7.0,2.7,4,84.5,61.8,56.7,1
STU-01445,Dhruv Chouhan,16,Male,10th,Semester 1,1.7,6.3,1.9,3,77.9,65.6,51.8,1
STU-01446,Atharv Nair,17,Male,12th,Semester 1,6.2,7.7,8.2,7,56.1,71.8,58.6,1
